Circuit Id,Generic Linear 5 Qubit Machine,Armonk,Burlington,Essex,London,Ourense,Rome,Vigo,Yorktown
1.24,00:00:00.0180108,N/A,00:00:00.0180108,00:00:00.0180108,00:00:00.0180108,00:00:00.0180108,00:00:00.0180108,00:00:00.0180108,00:00:00.0180108
1.25,00:00:00.0010009,N/A,00:00:00.0010009,00:00:00.0010009,00:00:00.0010009,00:00:00.0010009,00:00:00.0010009,00:00:00.0010009,00:00:00.0010009
1.26,00:00:00.0010173,N/A,00:00:00.0010161,00:00:00.0010161,00:00:00.0010161,00:00:00.0010161,00:00:00.0010173,00:00:00.0010161,00:00:00.0010149
1.27,00:00:00.0050060,N/A,00:00:00.0050048,00:00:00.0050048,00:00:00.0050048,00:00:00.0050048,00:00:00.0050060,00:00:00.0050048,00:00:00.0050036
1.28,00:00:00.0010034,N/A,00:00:00.0010034,00:00:00.0010034,00:00:00.0010034,00:00:00.0010034,00:00:00.0010034,00:00:00.0010034,00:00:00.0010022
1.29,00:00:00.0010099,N/A,00:00:00.0010111,00:00:00.0010111,00:00:00.0010111,00:00:00.0010111,00:00:00.0010099,00:00:00.0010111,00:00:00.0010093
1.30,00:00:00.0010096,N/A,00:00:00.0010144,00:00:00.0010144,00:00:00.0010144,00:00:00.0010144,00:00:00.0010096,00:00:00.0010144,00:00:00.0010078
1.31,00:00:00.0010056,N/A,00:00:00.0010068,00:00:00.0010068,00:00:00.0010068,00:00:00.0010068,00:00:00.0010056,00:00:00.0010068,00:00:00.0010050
1.32,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001,00:00:00.0010001
1.33,00:00:00.0010012,N/A,00:00:00.0010012,00:00:00.0010012,00:00:00.0010012,00:00:00.0010012,00:00:00.0010012,00:00:00.0010012,00:00:00.0010012
1.34,00:00:00.0050009,N/A,00:00:00.0050009,00:00:00.0050009,00:00:00.0050009,00:00:00.0050009,00:00:00.0050009,00:00:00.0050009,00:00:00.0050009
1.35,00:00:00.0050010,N/A,00:00:00.0050010,00:00:00.0050010,00:00:00.0050010,00:00:00.0050010,00:00:00.0050010,00:00:00.0050010,00:00:00.0050010
1.36,00:00:00.0010051,N/A,00:00:00.0010051,00:00:00.0010051,00:00:00.0010051,00:00:00.0010051,00:00:00.0010051,00:00:00.0010051,00:00:00.0010033
1.37,00:00:00.0010023,N/A,00:00:00.0010023,00:00:00.0010023,00:00:00.0010023,00:00:00.0010023,00:00:00.0010023,00:00:00.0010023,00:00:00.0010011
